ensembl	symbol	A549-DMSO-A	A549-DMSO-B	A549-DMSO-C	A549-DMSO-D	A549-GiB-B	A549-GiB-C	A549-GiB-D
ENSG00000118762	PKD2	3137	2672	3339	2197	2536	2533	2222
ENSG00000118777	ABCG2	3487	3024	3681	2408	2985	3084	2439
ENSG00000118785	SPP1	10497	9137	9061	7153	8091	8781	6874
ENSG00000118804	STBD1	481	469	542	393	405	419	362
ENSG00000118816	CCNI	6324	5150	5995	4677	4941	5306	4207
ENSG00000118849	RARRES1	833	694	815	579	626	615	581
ENSG00000118855	MFSD1	1653	1410	1589	1130	1326	1389	1106
ENSG00000118873	RAB3GAP2	2167	1886	2211	1538	1821	1859	1526
ENSG00000118894	EEF2KMT	760	639	634	538	564	641	531
ENSG00000118898	PPL	822	770	899	621	633	689	522
ENSG00000118900	UBN1	3348	2927	3286	2341	2575	2724	2229
ENSG00000118922	KLF12	345	349	427	244	287	315	302
ENSG00000118939	UCHL3	505	454	588	472	464	484	375
ENSG00000118946	PCDH17	2	1	2	5	1	1	2
ENSG00000118960	HS1BP3	1470	1195	1419	1100	1160	1214	1006
ENSG00000118961	LDAH	1539	1247	1524	981	1179	1208	1058
ENSG00000118965	WDR35	1654	1396	1668	1063	1221	1393	1123
ENSG00000118971	CCND2	0	0	0	0	0	0	1
ENSG00000118985	ELL2	1833	1620	1768	1246	1401	1495	1244
ENSG00000118997	DNAH7	89	80	102	63	51	72	61
ENSG00000119004	CYP20A1	683	535	719	469	519	567	443
ENSG00000119013	NDUFB3	1621	1421	1702	1243	1225	1371	1123
ENSG00000119041	GTF3C3	1720	1373	1564	1197	1286	1264	1075
ENSG00000119042	SATB2	324	268	359	233	256	228	256
ENSG00000119048	UBE2B	1554	1334	1283	1062	1232	1214	997
ENSG00000119121	TRPM6	223	199	231	124	189	201	147
ENSG00000119125	GDA	851	775	924	580	660	687	545
ENSG00000119138	KLF9	381	319	405	277	241	303	231
ENSG00000119139	TJP2	505	398	545	345	403	359	258
ENSG00000119185	ITGB1BP1	2741	2325	2790	1927	2207	2233	1768
ENSG00000119203	CPSF3	4119	3639	4415	3223	3401	3720	2819
ENSG00000119227	PIGZ	119	75	123	79	103	92	75
ENSG00000119231	SENP5	963	808	968	708	705	757	602
ENSG00000119242	CCDC92	1445	1140	1500	1089	1060	1212	888
ENSG00000119280	C1orf198	1482	1255	1416	1043	1144	1190	976
ENSG00000119283	TRIM67	22	15	16	17	15	16	22
ENSG00000119285	HEATR1	5498	4812	6144	3713	4649	4845	3969
ENSG00000119314	PTBP3	10949	9868	12255	7918	8844	9147	7639
ENSG00000119318	RAD23B	12563	10606	11969	8487	9852	10064	8327
ENSG00000119321	FKBP15	564	512	449	277	432	304	347
ENSG00000119326	CTNNAL1	1991	1734	2087	1457	1617	1659	1280
ENSG00000119328	ABITRAM	1001	818	985	722	864	824	736
ENSG00000119333	DYNC2I2	6491	5585	6460	4803	4989	5139	3851
ENSG00000119335	SET	24852	21371	26635	19015	21047	21888	17527
ENSG00000119383	PTPA	10994	9543	10708	7989	8647	8689	6907
ENSG00000119392	GLE1	2232	1976	2263	1577	1706	1898	1563
ENSG00000119396	RAB14	5128	4549	5538	3534	4068	4358	3598
ENSG00000119397	CNTRL	536	571	826	432	556	559	410
ENSG00000119401	TRIM32	1617	1378	1637	1094	1197	1247	1061
ENSG00000119402	FBXW2	3856	3336	3856	2789	2961	3197	2557
ENSG00000119403	PHF19	3080	2684	3082	2299	2549	2527	2155
ENSG00000119408	NEK6	1231	1067	1457	941	1019	997	859
ENSG00000119411	BSPRY	0	4	4	5	0	0	0
ENSG00000119414	PPP6C	2393	1987	2543	1692	1974	2176	1684
ENSG00000119421	NDUFA8	2150	1887	2141	1673	1802	1835	1498
ENSG00000119431	HDHD3	1045	882	961	793	765	796	630
ENSG00000119446	RBM18	1297	1049	1243	888	1051	1091	840
ENSG00000119471	HSDL2	2931	2626	2946	2276	2502	2608	2176
ENSG00000119487	MAPKAP1	4352	3691	4302	3104	3542	3699	2960
ENSG00000119508	NR4A3	97	91	94	84	81	94	61
ENSG00000119509	INVS	1119	998	1166	815	976	917	789
ENSG00000119514	GALNT12	417	407	553	355	422	388	276
ENSG00000119522	DENND1A	1656	1410	1725	1198	1371	1461	1137
ENSG00000119523	ALG2	1513	1250	1699	1145	1289	1432	1030
ENSG00000119535	CSF3R	0	0	0	0	0	1	0
ENSG00000119537	KDSR	1298	1145	1397	992	1177	1193	892
ENSG00000119541	VPS4B	1981	1810	2097	1460	1646	1850	1442
ENSG00000119547	ONECUT2	532	451	477	299	382	391	323
ENSG00000119559	C19orf25	553	501	537	418	481	428	351
ENSG00000119574	ZBTB45	1642	1294	1440	1133	1271	1280	1035
ENSG00000119596	YLPM1	3069	2887	3388	2237	2724	2734	2471
ENSG00000119599	DCAF4	653	528	604	443	501	523	386
ENSG00000119608	PROX2	18	18	11	10	12	17	8
ENSG00000119616	FCF1	3600	2944	3441	2600	2770	2913	2336
ENSG00000119630	PGF	40	36	44	32	18	33	33
ENSG00000119632	IFI27L2	362	357	429	308	333	302	256
ENSG00000119636	BBOF1	188	176	193	148	162	154	128
ENSG00000119638	NEK9	3470	3068	3860	2269	3149	3029	2468
ENSG00000119640	ACYP1	411	358	323	270	337	371	266
ENSG00000119650	IFT43	540	504	594	464	441	492	341
ENSG00000119655	NPC2	2539	2180	2579	1877	1966	2193	1740
ENSG00000119661	DNAL1	664	639	654	497	547	577	460
ENSG00000119669	IRF2BPL	2010	1743	2099	1424	1695	1555	1295
ENSG00000119673	ACOT2	2667	2480	2795	1999	2159	2238	1783
ENSG00000119681	LTBP2	1264	1041	1331	915	841	819	704
ENSG00000119682	AREL1	2757	2308	2697	1915	2291	2350	1839
ENSG00000119684	MLH3	1243	1065	1387	901	1029	1096	874
ENSG00000119685	TTLL5	1455	1289	1360	1001	1134	1109	1012
ENSG00000119686	FLVCR2	162	123	161	115	140	131	100
ENSG00000119688	ABCD4	257	266	258	174	210	226	174
ENSG00000119689	DLST	5455	4784	5126	3906	4236	4220	3581
ENSG00000119698	PPP4R4	5	0	10	7	4	8	2
ENSG00000119699	TGFB3	60	43	58	40	47	42	50
ENSG00000119703	ZC2HC1C	174	109	142	97	134	113	104
ENSG00000119705	SLIRP	1606	1270	1700	1201	1279	1370	1068
ENSG00000119707	RBM25	5702	4705	5812	4009	4805	5205	4042
ENSG00000119711	ALDH6A1	923	715	960	652	738	755	641
ENSG00000119714	GPR68	14	9	20	8	9	8	5
ENSG00000119715	ESRRB	23	13	11	9	12	4	11
ENSG00000119718	EIF2B2	992	875	971	777	926	869	708
ENSG00000119720	NRDE2	577	595	572	445	434	475	397
ENSG00000119723	COQ6	751	657	719	553	646	630	436
ENSG00000119725	ZNF410	1869	1586	1921	1343	1546	1612	1190
ENSG00000119729	RHOQ	4082	3443	3905	2963	3016	3244	2700
ENSG00000119737	GPR75	103	78	84	52	63	62	66
ENSG00000119760	SUPT7L	2653	2210	2621	1963	2028	2198	1760
ENSG00000119771	KLHL29	192	171	155	124	162	143	107
ENSG00000119772	DNMT3A	1390	1248	1484	963	1109	1151	921
ENSG00000119777	TMEM214	5103	4141	4956	3694	3966	4078	3158
ENSG00000119778	ATAD2B	905	860	998	545	679	747	637
ENSG00000119782	FKBP1B	94	84	105	78	52	65	54
ENSG00000119787	ATL2	2885	2539	3067	2126	2454	2553	2270
ENSG00000119801	YPEL5	1795	1630	2008	1460	1488	1609	1248
ENSG00000119812	FAM98A	3516	3057	3157	2405	2791	2905	2400
ENSG00000119820	YIPF4	2792	2339	2769	1899	2114	2287	1738
ENSG00000119844	AFTPH	2552	2165	2546	1793	2114	2121	1690
ENSG00000119862	LGALSL	483	450	533	359	410	443	351
ENSG00000119865	CNRIP1	33	21	26	12	16	18	13
ENSG00000119866	BCL11A	13	15	12	4	10	7	14
ENSG00000119878	CRIPT	1203	946	1220	826	920	911	729
ENSG00000119888	EPCAM	610	459	594	425	398	533	373
ENSG00000119899	SLC17A5	949	826	959	650	751	790	692
ENSG00000119900	OGFRL1	930	829	1073	717	783	824	722
ENSG00000119906	SLF2	1802	1665	1930	1196	1541	1569	1280
ENSG00000119912	IDE	2804	2278	2857	1641	1739	2348	2085
ENSG00000119915	ELOVL3	17	15	20	9	8	24	11
ENSG00000119917	IFIT3	286	218	240	188	226	249	165
ENSG00000119919	NKX2-3	3	3	1	0	0	0	1
ENSG00000119922	IFIT2	166	143	128	85	117	137	74
ENSG00000119927	GPAM	852	719	842	562	623	667	579
ENSG00000119929	CUTC	1060	885	1197	760	989	923	725
ENSG00000119938	PPP1R3C	512	486	609	467	450	471	367
ENSG00000119943	PYROXD2	394	417	463	342	309	359	232
ENSG00000119946	CNNM1	2824	2431	2732	2022	2268	2288	1913
ENSG00000119950	MXI1	559	508	615	426	401	437	399
ENSG00000119953	SMNDC1	1808	1542	2017	1440	1468	1648	1290
ENSG00000119965	C10orf88	488	405	484	338	414	480	376
ENSG00000119969	HELLS	3728	3179	3560	2573	2783	2976	2374
ENSG00000119973	PRLHR	4	3	0	1	1	1	0
ENSG00000119977	TCTN3	2950	2488	2748	2051	2394	2522	2001
ENSG00000119979	DENND10	2029	1727	2085	1576	1708	1876	1409
ENSG00000119986	AVPI1	2758	2363	2796	2129	2337	2356	1823
ENSG00000120008	WDR11	2575	2419	2828	1797	2159	2214	1845
ENSG00000120029	ARMH3	1305	1168	1354	915	1047	1039	860
ENSG00000120049	KCNIP2	71	51	38	41	33	25	33
ENSG00000120051	CFAP58	17	7	5	5	5	10	6
ENSG00000120053	GOT1	2128	1789	2153	1526	1595	1764	1347
ENSG00000120054	CPN1	83	91	66	64	56	67	33
ENSG00000120055	C10orf95	27	30	27	8	18	19	12
ENSG00000120057	SFRP5	48	32	44	34	32	41	22
ENSG00000120063	GNA13	4476	4031	4915	3148	3795	3979	3250
ENSG00000120068	HOXB8	843	717	820	669	584	701	545
ENSG00000120071	KANSL1	2064	1733	2218	1400	1654	1813	1475
ENSG00000120075	HOXB5	555	460	577	401	430	469	391
ENSG00000120093	HOXB3	1520	1321	1466	1059	1050	1082	977
ENSG00000120094	HOXB1	0	0	0	1	0	0	0
ENSG00000120129	DUSP1	3114	2655	3274	2294	2461	2427	1761
ENSG00000120137	PANK3	3917	3817	4595	2756	3492	3587	2964
ENSG00000120149	MSX2	427	325	337	309	294	308	245
ENSG00000120156	TEK	1	2	0	0	2	0	1
ENSG00000120158	RCL1	1204	1083	1226	898	1023	1125	825
ENSG00000120159	CAAP1	1368	1153	1428	1105	1118	1222	1010
ENSG00000120162	MOB3B	220	174	209	167	186	151	153
ENSG00000120210	INSL6	1	0	1	0	2	0	0
ENSG00000120211	INSL4	2568	2137	2396	1773	1770	2181	1583
ENSG00000120215	MLANA	18	23	20	11	20	19	16
ENSG00000120217	CD274	37	55	35	29	38	36	36
ENSG00000120242	IFNA8	1	2	1	1	0	0	1
ENSG00000120253	NUP43	2145	1856	2294	1644	1869	1811	1453
ENSG00000120254	MTHFD1L	2203	1930	2350	1683	2001	1928	1561
ENSG00000120256	LRP11	3889	3550	4033	2654	3044	3258	2698
ENSG00000120262	CCDC170	28	25	23	15	19	25	9
ENSG00000120265	PCMT1	2770	2436	2598	1934	2146	2167	1730
ENSG00000120278	PLEKHG1	28	36	33	16	20	26	20
ENSG00000120280	TASL	5	0	4	3	4	5	5
ENSG00000120289	MAGEB4	1	0	0	0	0	0	0
ENSG00000120306	CYSTM1	2352	1983	2541	1757	1904	2058	1612
ENSG00000120314	WDR55	1992	1599	1965	1534	1610	1717	1246
ENSG00000120318	ARAP3	939	889	1061	688	746	745	564
ENSG00000120322	PCDHB8	27	26	22	16	18	16	16
ENSG00000120324	PCDHB10	2	1	2	3	0	2	4
ENSG00000120327	PCDHB14	9	14	9	8	8	7	17
ENSG00000120328	PCDHB12	1	1	1	1	0	0	3
ENSG00000120329	SLC25A2	0	0	1	2	0	0	1
ENSG00000120332	TNN	0	0	2	0	0	0	0
ENSG00000120333	MRPS14	860	728	762	540	590	659	576
ENSG00000120334	CENPL	532	431	504	383	420	425	354
ENSG00000120337	TNFSF18	3	0	0	2	0	1	0
ENSG00000120341	SEC16B	159	176	170	89	138	111	112
ENSG00000120370	GORAB	207	134	182	124	176	168	107
ENSG00000120437	ACAT2	1785	1703	1971	1445	1493	1581	1208
ENSG00000120438	TCP1	12303	10954	13250	8992	10160	10978	8344
ENSG00000120440	TTLL2	0	9	3	0	2	1	0
ENSG00000120451	SNX19	2974	2662	2945	2053	2366	2350	2048
ENSG00000120457	KCNJ5	10	8	13	8	14	13	8
ENSG00000120458	MSANTD2	289	290	335	218	270	267	241
ENSG00000120471	TP53AIP1	0	1	2	5	0	0	2
ENSG00000120498	TEX11	0	0	0	0	2	0	0
ENSG00000120500	ARR3	1	0	2	1	0	1	1
ENSG00000120509	PDZD11	1656	1428	1645	1245	1271	1467	1071
ENSG00000120519	SLC10A7	146	137	161	117	146	149	117
ENSG00000120526	NUDCD1	1007	1019	1133	849	898	1068	749
ENSG00000120533	ENY2	2325	2155	2370	1930	1818	2143	1689
ENSG00000120539	MASTL	2093	1806	2257	1608	1722	1812	1467
ENSG00000120549	KIAA1217	1099	898	1077	701	848	889	759
ENSG00000120563	LYZL1	0	1	0	0	0	0	0
ENSG00000120594	PLXDC2	2	1	0	0	1	0	0
ENSG00000120616	EPC1	956	869	1038	639	820	895	742
ENSG00000120645	IQSEC3	0	1	0	0	0	0	0
ENSG00000120647	CCDC77	734	634	665	515	601	613	487
ENSG00000120656	TAF12	698	536	647	490	529	654	475
ENSG00000120658	ENOX1	56	62	77	43	62	56	43
ENSG00000120659	TNFSF11	1	0	0	1	0	0	0
ENSG00000120662	MTRF1	324	341	338	251	249	303	273
ENSG00000120669	SOHLH2	1	0	2	0	0	8	0
ENSG00000120675	DNAJC15	90	78	106	54	70	67	55
ENSG00000120685	PROSER1	1545	1356	1372	1062	1191	1341	1108
ENSG00000120686	UFM1	1758	1499	1771	1268	1412	1638	1256
ENSG00000120688	WBP4	758	614	704	569	592	682	445
ENSG00000120690	ELF1	2300	1999	2346	1653	1848	1945	1634
ENSG00000120693	SMAD9	15	12	9	17	6	18	18
ENSG00000120694	HSPH1	6876	5743	7537	4778	5339	5896	4631
ENSG00000120696	KBTBD7	532	531	613	417	504	513	409
ENSG00000120697	ALG5	898	844	903	676	749	760	557
ENSG00000120699	EXOSC8	1348	1174	1288	971	1071	1188	889
ENSG00000120705	ETF1	9535	8374	9599	6562	7872	8414	6742
ENSG00000120708	TGFBI	32881	27845	35834	26048	24311	25347	20071
ENSG00000120709	FAM53C	1912	1786	1899	1270	1536	1574	1266
ENSG00000120725	SIL1	1502	1262	1553	1140	1199	1263	975
ENSG00000120727	PAIP2	3914	3560	3642	3050	3037	3273	2654
ENSG00000120729	MYOT	1	0	0	2	1	0	0
ENSG00000120733	KDM3B	5492	5018	5564	3922	4164	4327	3715
ENSG00000120738	EGR1	2564	2047	2376	1843	1863	1969	1443
ENSG00000120742	SERP1	5856	5114	5779	4207	4680	4932	3683
ENSG00000120756	PLS1	4067	3510	4216	2817	3505	3585	2763
ENSG00000120784	ZFP30	432	381	491	295	328	395	300
ENSG00000120798	NR2C1	839	691	733	583	651	672	516
ENSG00000120800	UTP20	2622	2305	2938	1688	2319	2367	1901
ENSG00000120802	TMPO	11709	10189	12071	8268	9848	10102	8062
ENSG00000120805	ARL1	2352	2099	2401	1842	2071	2163	1714
ENSG00000120820	GLT8D2	10	11	9	5	9	7	4
ENSG00000120832	MTERF2	435	433	539	362	372	411	361
ENSG00000120833	SOCS2	213	192	245	175	159	173	122
ENSG00000120837	NFYB	1298	1070	1372	921	1025	1117	855
ENSG00000120860	WASHC3	542	501	516	369	438	456	374
ENSG00000120868	APAF1	1391	1282	1476	910	1133	1112	1009
ENSG00000120875	DUSP4	10952	9193	10853	7590	8703	9059	7256
ENSG00000120885	CLU	31869	26622	31976	24089	24986	26841	20630
ENSG00000120889	TNFRSF10B	5859	4973	5338	3595	4489	4400	4079
ENSG00000120896	SORBS3	4372	3541	4206	3281	3228	3569	2900
ENSG00000120899	PTK2B	1725	1541	1858	1258	1313	1342	1093
ENSG00000120903	CHRNA2	1	1	2	0	0	0	0
ENSG00000120910	PPP3CC	523	413	469	357	330	416	309
ENSG00000120913	PDLIM2	826	696	829	692	681	647	564
ENSG00000120915	EPHX2	448	390	517	331	375	419	313
ENSG00000120925	RNF170	1212	1034	1261	895	948	996	785
ENSG00000120942	UBIAD1	1064	857	887	703	821	871	693
ENSG00000120948	TARDBP	7992	7035	8314	5844	6844	6848	5615
ENSG00000120949	TNFRSF8	0	0	0	4	0	0	0
ENSG00000120963	ZNF706	2794	2369	2640	2004	2224	2265	1747
ENSG00000120992	LYPLA1	4610	3961	4755	3190	3720	4141	3308
ENSG00000121005	CRISPLD1	7	11	7	4	10	5	4
ENSG00000121022	COPS5	2830	2425	2797	2111	2197	2456	1912
ENSG00000121039	RDH10	4798	4045	4883	3369	4012	4256	3259
ENSG00000121053	EPX	10	5	0	5	1	4	4
ENSG00000121057	AKAP1	4804	4355	4960	3456	3984	4079	3460
ENSG00000121058	COIL	1566	1353	1509	1083	1289	1414	1120
ENSG00000121060	TRIM25	4759	4268	4410	3251	3991	3802	3266
ENSG00000121064	SCPEP1	1419	1310	1408	1066	1166	1213	963
ENSG00000121067	SPOP	2354	2070	2208	1716	1867	2050	1589
ENSG00000121068	TBX2	234	224	244	190	247	179	150
ENSG00000121073	SLC35B1	2090	1714	1870	1443	1527	1708	1316
ENSG00000121075	TBX4	12	20	18	14	24	14	16
ENSG00000121101	TEX14	7	0	5	3	5	8	0
ENSG00000121104	FAM117A	126	97	148	80	98	91	57
ENSG00000121152	NCAPH	2866	2588	2813	2058	2279	2273	1886
ENSG00000121207	LRAT	7	8	9	8	7	3	0
ENSG00000121210	TMEM131L	415	322	442	264	360	361	281
ENSG00000121211	MND1	370	318	342	300	292	320	254
ENSG00000121236	TRIM6	1504	1231	1439	955	1176	1169	1090
ENSG00000121270	ABCC11	7	4	3	3	4	0	8
ENSG00000121274	TENT4B	1013	778	983	591	806	795	583
ENSG00000121281	ADCY7	1219	1159	1302	840	1024	904	845
ENSG00000121289	CEP89	2651	2249	2535	1875	1988	2182	1681
ENSG00000121297	TSHZ3	281	215	283	176	214	202	160
ENSG00000121310	ECHDC2	130	118	99	107	62	83	75
ENSG00000121316	PLBD1	114	118	138	101	102	98	94
ENSG00000121318	TAS2R10	12	14	13	7	9	9	4
ENSG00000121350	PYROXD1	653	647	684	478	535	614	484
ENSG00000121351	IAPP	28	33	26	24	12	15	5
ENSG00000121361	KCNJ8	0	7	9	2	0	0	0
ENSG00000121380	BCL2L14	3	9	8	6	5	13	3
ENSG00000121381	TAS2R9	0	0	2	0	0	0	0
ENSG00000121390	PSPC1	1483	1456	1551	1201	1360	1321	1122
ENSG00000121406	ZNF549	187	142	168	134	155	144	101
ENSG00000121410	A1BG	0	0	0	0	1	0	0
ENSG00000121413	ZSCAN18	17	26	22	15	29	20	24
ENSG00000121417	ZNF211	186	250	229	216	161	203	118
ENSG00000121454	LHX4	550	510	495	356	389	369	342
ENSG00000121481	RNF2	566	466	525	418	456	490	385
ENSG00000121486	TRMT1L	1562	1375	1744	1084	1354	1312	1034
ENSG00000121542	SEC22A	589	468	564	432	460	476	402
ENSG00000121552	CSTA	23	12	11	11	11	12	7
ENSG00000121570	DPPA4	0	0	1	3	0	0	0
ENSG00000121577	POPDC2	6	6	6	2	6	4	2
ENSG00000121578	B4GALT4	5349	4765	5421	3690	4293	4767	3656
ENSG00000121579	NAA50	8590	7735	9139	6042	7230	7454	6259
ENSG00000121594	CD80	0	0	2	0	0	1	0
ENSG00000121621	KIF18A	2359	1940	2245	1569	1771	1858	1489
ENSG00000121644	DESI2	2739	2395	2842	1873	2280	2370	1843
ENSG00000121653	MAPK8IP1	496	447	450	395	305	388	313
ENSG00000121671	CRY2	421	368	463	316	316	382	288
ENSG00000121680	PEX16	799	708	769	637	651	666	500
ENSG00000121690	DEPDC7	395	367	368	334	321	320	187
ENSG00000121691	CAT	2744	2266	2639	1949	2060	2227	1726
ENSG00000121716	PILRB	2603	2166	2425	1755	1880	2111	1542
ENSG00000121741	ZMYM2	1411	1299	1654	961	1141	1237	1106
ENSG00000121742	GJB6	1	0	0	1	0	0	1
ENSG00000121743	GJA3	6	5	5	6	8	13	10
ENSG00000121749	TBC1D15	1533	1431	1626	1054	1272	1494	1110
ENSG00000121753	ADGRB2	874	773	797	667	651	625	499
ENSG00000121764	HCRTR1	3	0	0	0	0	0	0
ENSG00000121766	ZCCHC17	903	820	925	744	722	753	680
ENSG00000121769	FABP3	7	4	5	4	6	4	4
ENSG00000121774	KHDRBS1	9713	8405	10229	7228	7688	8066	6564
ENSG00000121775	TMEM39B	199	158	232	122	107	116	124
ENSG00000121797	CCRL2	5	6	6	7	5	4	5
ENSG00000121851	POLR3GL	516	493	610	459	462	458	337
ENSG00000121853	GHSR	0	0	2	0	0	0	0
ENSG00000121858	TNFSF10	105	76	81	66	55	78	44
ENSG00000121864	ZNF639	929	739	852	587	693	705	591
ENSG00000121871	SLITRK3	4	1	1	1	0	0	0
ENSG00000121879	PIK3CA	586	566	557	422	435	456	414
ENSG00000121892	PDS5A	6709	5794	7358	4606	5604	5668	4667
ENSG00000121895	TMEM156	1000	806	900	716	782	868	696
ENSG00000121897	LIAS	268	184	245	166	196	219	162
ENSG00000121898	CPXM2	0	0	1	0	0	0	0
ENSG00000121900	TMEM54	838	774	851	663	623	687	535
ENSG00000121903	ZSCAN20	270	268	291	198	203	237	178
ENSG00000121904	CSMD2	1	0	3	0	1	0	5
ENSG00000121905	HPCA	6	11	15	7	6	16	9
ENSG00000121931	LRIF1	1011	805	877	732	807	819	668
ENSG00000121940	CLCC1	1582	1381	1595	1239	1435	1523	1182
ENSG00000121957	GPSM2	1523	1279	1396	983	1116	1248	915
ENSG00000121964	GTDC1	404	338	413	273	333	307	253
ENSG00000121966	CXCR4	18	13	19	17	10	8	12
ENSG00000121988	ZRANB3	213	153	164	115	130	173	132
ENSG00000121989	ACVR2A	208	188	264	197	191	218	172
ENSG00000122008	POLK	579	484	572	374	511	444	412
ENSG00000122012	SV2C	0	1	0	0	0	0	1
ENSG00000122026	RPL21	12648	10767	13142	9789	10001	11011	8986
ENSG00000122033	MTIF3	520	405	510	373	396	438	353
ENSG00000122034	GTF3A	2780	2368	2919	2155	2367	2628	2065
ENSG00000122035	RASL11A	102	87	78	62	74	84	60
ENSG00000122042	UBL3	1329	1141	1486	824	1112	1094	867
ENSG00000122068	FYTTD1	1579	1440	1736	1082	1327	1458	1094
ENSG00000122085	MTERF4	779	803	845	468	516	629	561
ENSG00000122122	SASH3	1	0	0	0	0	0	0
ENSG00000122126	OCRL	3009	2616	3343	2188	2591	2509	2088
ENSG00000122133	PAEP	0	1	1	0	1	0	0
ENSG00000122140	MRPS2	2865	2280	2638	2080	2351	2405	1826
ENSG00000122176	FMOD	0	0	1	0	1	0	5
ENSG00000122188	LAX1	0	0	0	1	0	0	0
ENSG00000122194	PLG	147	138	117	83	86	97	90
ENSG00000122203	KIAA1191	3824	3277	3768	2714	2949	3120	2494
ENSG00000122218	COPA	6859	5989	6458	4964	5621	5567	4983
ENSG00000122224	LY9	14	6	7	5	8	4	7
ENSG00000122257	RBBP6	3620	3131	3886	2617	3095	3164	2472
ENSG00000122299	ZC3H7A	2073	1899	2317	1310	1710	1780	1418
ENSG00000122335	SERAC1	285	284	325	157	239	226	159
ENSG00000122359	ANXA11	9626	8184	9318	7157	7446	7850	6217
ENSG00000122367	LDB3	17	6	13	15	10	16	7
ENSG00000122375	OPN4	0	1	0	0	0	0	0
ENSG00000122376	SHLD2	2392	2039	2487	1712	1958	2127	1581
ENSG00000122378	PRXL2A	3556	3082	3947	2772	3000	3158	2413
ENSG00000122386	ZNF205	594	585	594	457	454	518	374
ENSG00000122390	NAA60	2963	2336	2467	2231	2194	2292	1861
ENSG00000122406	RPL5	18239	16140	18427	14278	15002	16514	13071
ENSG00000122417	ODF2L	552	499	530	396	380	387	329
ENSG00000122432	SPATA1	8	0	5	0	0	5	0
ENSG00000122435	TRMT13	444	449	499	308	387	384	330
ENSG00000122477	LRRC39	14	18	19	11	12	15	12
ENSG00000122481	RWDD3	111	131	128	86	93	109	101
ENSG00000122482	ZNF644	1273	1039	1250	775	988	1137	819
ENSG00000122483	CCDC18	508	402	514	328	387	356	316
ENSG00000122484	RPAP2	1196	1028	1119	769	898	953	801
ENSG00000122490	SLC66A2	860	712	823	587	651	589	473
ENSG00000122507	BBS9	385	350	394	194	311	289	247
ENSG00000122512	PMS2	1381	1083	1407	1021	1223	1341	988
ENSG00000122515	ZMIZ2	2646	2252	2602	1926	2116	2162	1788
ENSG00000122543	OCM	0	0	1	0	0	0	0
ENSG00000122545	SEPTIN7	7932	6642	8033	5912	6272	6551	5438
ENSG00000122547	EEPD1	628	582	631	473	468	530	392
ENSG00000122550	KLHL7	483	485	484	381	454	424	284
ENSG00000122557	HERPUD2	1178	1031	1125	820	910	1042	867
ENSG00000122565	CBX3	12797	10999	14049	9629	10554	11255	8925
ENSG00000122566	HNRNPA2B1	38433	35808	39332	29329	30908	34152	28366
ENSG00000122574	WIPF3	111	88	114	94	89	107	68
ENSG00000122584	NXPH1	0	1	0	0	0	0	0
ENSG00000122591	FAM126A	926	862	1046	613	771	822	574
ENSG00000122592	HOXA7	489	375	375	340	338	414	307
ENSG00000122641	INHBA	3	0	2	0	2	1	2
ENSG00000122642	FKBP9	8003	6886	7976	5604	6305	6543	5173
ENSG00000122643	NT5C3A	1528	1287	1473	1178	1203	1243	1093
ENSG00000122644	ARL4A	1642	1417	1646	1230	1280	1344	1146
ENSG00000122674	CCZ1	2045	1710	2044	1409	1537	1598	1294
ENSG00000122678	POLM	245	243	278	236	219	207	202
ENSG00000122679	RAMP3	0	0	1	0	0	0	0
ENSG00000122687	MRM2	1183	1060	1108	929	924	1044	704
ENSG00000122691	TWIST1	112	103	112	93	85	83	79
ENSG00000122692	SMU1	4465	3780	4451	3347	3669	3869	2963
ENSG00000122694	GLIPR2	182	173	223	152	137	172	104
ENSG00000122696	SLC25A51	265	236	217	171	205	187	156
ENSG00000122705	CLTA	9364	7989	9602	7245	7739	8450	6649
ENSG00000122707	RECK	416	366	418	309	290	303	255
ENSG00000122711	SPINK4	4	2	4	2	3	2	4
ENSG00000122728	TAF1L	3	2	5	3	3	1	0
ENSG00000122729	ACO1	3897	3413	4154	2878	3239	3376	2491
ENSG00000122733	PHF24	1	0	1	1	1	0	0
ENSG00000122735	DNAI1	3	0	1	1	3	2	0
ENSG00000122741	DCAF10	1711	1650	1856	1252	1465	1494	1152
ENSG00000122756	CNTFR	3	1	0	2	0	0	1
ENSG00000122778	KIAA1549	2065	1760	2162	1411	1620	1654	1343
ENSG00000122779	TRIM24	2512	2086	2565	1717	1986	2144	1669
ENSG00000122783	CYREN	2204	1910	2300	1589	1822	1833	1528
ENSG00000122786	CALD1	5486	4672	5545	4008	3929	4365	3627
ENSG00000122787	AKR1D1	5	6	5	3	1	2	2
ENSG00000122824	NUDT10	5	5	4	4	5	3	1
ENSG00000122859	NEUROG3	0	1	0	0	1	0	0
ENSG00000122861	PLAU	2899	2438	2971	2052	2156	2399	1817
ENSG00000122862	SRGN	2210	1913	2173	1524	1811	1922	1552
ENSG00000122863	CHST3	2361	2194	2385	1718	2015	1984	1599
ENSG00000122870	BICC1	6773	5803	7200	4598	5449	5627	4524
ENSG00000122873	CISD1	1103	918	908	739	874	869	668
ENSG00000122877	EGR2	9	1	4	2	3	3	0
ENSG00000122882	ECD	1895	1600	1840	1372	1492	1522	1253
