protein_ids,symbols,description,log2FoldChange,log2_GiB,log2_DMSO,statistic,p.value,parameter,conf.low,conf.high,method,alternative,padj
Q8TF46,DIS3L,DIS3-like exonuclease 1,0.16278241047527686,16.67304905929815,16.510266648822874,6.307943469041315,0.0016873412798159779,4.817551008908276,0.09568332694492969,0.22988149400562405,Welch Two Sample t-test,two.sided,0.007894733825263194
Q8TF68;E9PHB3;F5H8L7;F5H105,ZNF384,Zinc finger protein 384,-0.18329877777417636,16.112960388628892,16.29625916640307,-0.9423680696945191,0.39530991672929505,4.352679094905285,-0.7065145299573898,0.3399169744090371,Welch Two Sample t-test,two.sided,0.4749370425514166
Q8TF74;J3QKM5;A8MWR2;J3KSA3,WIPF2,WAS/WASL-interacting protein family member 2,-0.09280964841941852,17.963170002054472,18.05597965047389,-1.5497346792066837,0.1900646096207131,4.3761039776047514,-0.253596817942755,0.067977521103918,Welch Two Sample t-test,two.sided,0.25896352443645276
Q8WTS6;D6RJA0,SETD7,Histone-lysine N-methyltransferase SETD7,0.20928170716006633,17.139770764305773,16.930489057145707,5.485741824780255,0.022562650006315663,2.320774681727381,0.06506989572801178,0.3534935185921209,Welch Two Sample t-test,two.sided,0.04911128507051751
Q8WTT2,NOC3L,Nucleolar complex protein 3 homolog,0.07977001618611013,20.673315301425347,20.593545285239237,3.144161803768131,0.064386095941639,2.5413727595206503,-0.009874309218105838,0.1694143415903261,Welch Two Sample t-test,two.sided,0.10922641275813758
Q8WTW3;A0A087WVI0;E9PBL8;J3KSY3;J3QKY9;J3KRP4;J3QLT5,COG1,Conserved oligomeric Golgi complex subunit 1,-0.026737907297984975,18.734961724250912,18.761699631548897,-1.0456594898508436,0.343641043070768,4.9967954846911145,-0.0924813347739117,0.039005520177941753,Welch Two Sample t-test,two.sided,0.4229378590553669
Q8WU10,PYROXD1,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1,0.20981288809400844,15.097580479302845,14.887767591208837,1.5901385765496374,0.17379970559879374,4.904948262969513,-0.13135238512053501,0.5509781613085518,Welch Two Sample t-test,two.sided,0.24040031023424624
Q8WU90;F8WB26;F8WF67;H7C466,ZC3H15,Zinc finger CCCH domain-containing protein 15,0.17185449513133833,21.07907946778709,20.90722497265575,3.2312230149180463,0.026549281241915,4.548150153607906,0.030948445227556874,0.3127605450351198,Welch Two Sample t-test,two.sided,0.0553473368842498
Q8WUA2,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,0.13257280411185235,19.32562706224335,19.193054258131497,4.413735371558153,0.02322476124946504,2.8958300673461155,0.03500848768304304,0.2301371205406617,Welch Two Sample t-test,two.sided,0.050111359443793066
Q8WUA4;H0Y4Q6;A0A087WZD8;H7C318;H7C3X9;H7C1A9;C9JNH7,GTF3C2,General transcription factor 3C polypeptide 2,0.26341085639021955,19.407881858862606,19.144471002472386,13.77663494909773,4.298707838929296e-5,4.880026565583053,0.21389536302459358,0.31292634975584555,Welch Two Sample t-test,two.sided,0.0011330197935770865
S5FZ81;Q8WUB8,PHF10,PHD finger protein 10,-0.21333897601496687,15.977357789162735,16.1906967651777,-5.252721784580616,0.02428003673453809,2.3429328411954007,-0.3657293944797791,-0.06094855755015467,Welch Two Sample t-test,two.sided,0.05179161757074428
Q8WUD1;A0A3B3ITL1,RAB2B,Ras-related protein Rab-2B,-0.10560884802937842,14.570596866415878,14.676205714445256,-2.2230721474851824,0.10515320544632416,3.2775051367358135,-0.24980366072481291,0.03858596466605606,Welch Two Sample t-test,two.sided,0.15948155060172486
Q8WUF5;K7EN03,PPP1R13L,RelA-associated inhibitor,0.28450801471988996,12.504597465783949,12.220089451064059,1.9200639155514214,0.13609867022258113,3.556115507049212,-0.14796120254328193,0.7169772319830618,Welch Two Sample t-test,two.sided,0.19624434300682342
Q8WUH2,TGFBRAP1,Transforming growth factor-beta receptor-associated protein 1,0.06691986385469662,16.544453347052727,16.47753348319803,1.1227661223450502,0.34375199923125765,2.9811229171496065,-0.1234437532472228,0.257283480956616,Welch Two Sample t-test,two.sided,0.4229949981154297
Q8WUH6,TMEM263,Transmembrane protein 263,-0.3007963320538991,18.140398652408386,18.441194984462285,-4.741063026753127,0.012607840335340466,3.4825985105570942,-0.48776468546210255,-0.11382797864569566,Welch Two Sample t-test,two.sided,0.03193369142123522
Q8WUI4;J3KPH8;H0YH91;H0YI15;C9J102;C9JNI4;A0A087WYQ4;F8VWY3,HDAC7,Histone deacetylase 7;Histone deacetylase,0.05331654404109898,16.433387198513824,16.380070654472725,0.9456393429847791,0.39925623545921374,3.8922350746594296,-0.1049477428840751,0.21158083096627306,Welch Two Sample t-test,two.sided,0.47880069949417237
Q8WUJ3;H0YL56;H0YCE1,CEMIP,Cell migration-inducing and hyaluronan-binding protein,-0.30659821309442137,17.013809136754876,17.320407349849297,-5.802800941646188,0.013588191909460753,2.6965260254085925,-0.4859762211211445,-0.12722020506769824,Welch Two Sample t-test,two.sided,0.03389292160065268
Q8WUK0,PTPMT1,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,0.25243033398716364,15.086578768518184,14.83414843453102,2.708744327041922,0.048072121634211235,4.430165610081604,0.0033041746103714153,0.5015564933639558,Welch Two Sample t-test,two.sided,0.08699965690564733
Q8WUM0,NUP133,Nuclear pore complex protein Nup133,-0.019512711895878,19.698229653068637,19.717742364964515,-0.9174104172635671,0.4057587837389815,4.464920341667513,-0.07621808182173602,0.037192658029980015,Welch Two Sample t-test,two.sided,0.48535562543960287
Q8WUM4;A0A3B3IT07;C9IZF9;F8WEQ7;F8WBR8;F8WDK9,PDCD6IP,Programmed cell death 6-interacting protein,-0.13349871845236905,21.452649418651017,21.586148137103386,-6.249694346515658,0.010183984553463518,2.792399457868275,-0.20442895758716792,-0.06256847931757016,Welch Two Sample t-test,two.sided,0.02732048825904853
Q8WUM9;H7BZK4,SLC20A1,Sodium-dependent phosphate transporter 1,-0.31573192708215103,17.84622176386356,18.161953690945712,-7.522406204446447,0.007079757648701419,2.6838275134221297,-0.45866503561630084,-0.17279881854800117,Welch Two Sample t-test,two.sided,0.021076871271124002
Q8WUN7;Q9HAC8,UBTD2;UBTD1,Ubiquitin domain-containing protein 2;Ubiquitin domain-containing protein 1,-0.15572035993887567,15.977606685947372,16.133327045886247,-2.933286962584909,0.04498116989497363,3.832491668699335,-0.3056901829222724,-0.005750536955478964,Welch Two Sample t-test,two.sided,0.08284674590096998
Q8WUQ7;K7EIU6;K7ENY9;K7EQE3;K7EMQ0,CACTIN,Cactin,0.18676337503728746,18.1480440126996,17.961280637662313,7.7923746741040265,9.378709017091046e-4,4.445871823231884,0.12277016327017504,0.25075658680439983,Welch Two Sample t-test,two.sided,0.005505227874976175
Q8WUU5;A0A2R8Y4H1,GATAD1,GATA zinc finger domain-containing protein 1,0.08937604846245861,14.587812072156716,14.498436023694257,0.6242255513635308,0.5602486912148876,4.9254300034506295,-0.28035986740145186,0.45911196432636914,Welch Two Sample t-test,two.sided,0.6349876168762042
Q8WUX2,CHAC2,Putative glutathione-specific gamma-glutamylcyclotransferase 2,0.3873282061195198,17.57374889224872,17.1864206861292,13.004563674566832,6.625768791778056e-5,4.76721895144553,0.30962770331216094,0.46502870892687864,Welch Two Sample t-test,two.sided,0.0014055635737898109
Q8WUX9;E5RJI3;E5RIU9,CHMP7,Charged multivesicular body protein 7,0.3643932825973799,17.813012973615443,17.448619691018063,21.72486382299682,4.2766669057425446e-5,3.7642019914818596,0.31665032776914837,0.4121362374256115,Welch Two Sample t-test,two.sided,0.0011330197935770865
Q8WUY1;H0YAR9,THEM6,Protein THEM6,0.5263134514554917,14.430288364813256,13.903974913357764,3.5922441389622,0.02130375897040955,4.176041225163422,0.12620029961887427,0.9264266032921091,Welch Two Sample t-test,two.sided,0.0470981922600454
Q8WUY8;M0QZH3;M0R1E3,"NAT14",N-acetyltransferase 14,-0.0917468004616282,17.104502189355184,17.196248989816812,-1.7406171685179403,0.14456095830474194,4.8085815835019154,-0.22887898281279834,0.045385381889541956,Welch Two Sample t-test,two.sided,0.20582039133092603
Q8WV41;H3BPR3,SNX33,Sorting nexin-33,0.21480443678858485,15.880042096265605,15.66523765947702,2.820093422548123,0.07290227356033827,2.7795502532073564,-0.03884780228653805,0.46845667586370776,Welch Two Sample t-test,two.sided,0.12006894552462748
Q8WV44;H0Y9T3;D6REK2,TRIM41,E3 ubiquitin-protein ligase TRIM41,0.3145005263761025,15.636963163338471,15.322462636962369,7.394183625162388,0.001067009254890758,4.543924203981161,0.20178000245848648,0.4272210502937185,Welch Two Sample t-test,two.sided,0.0059419836420457105
Q8WVC0,LEO1,RNA polymerase-associated protein LEO1,-0.018028793323697556,18.071338900931416,18.089367694255113,-0.6985032966914588,0.5267248520205514,3.6561028212668587,-0.0924287835574719,0.056371196910076776,Welch Two Sample t-test,two.sided,0.6021418564692561
Q8WVI0,SMIM4,Small integral membrane protein 4,0.5548399882900892,14.989554864819516,14.434714876529426,5.928190165099576,0.003492159092988482,4.192805208859882,0.299628279336976,0.8100516972432024,Welch Two Sample t-test,two.sided,0.012867399018853006
Q8WVK2,SNRNP27,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,0.06910881099119948,16.242229225171766,16.173120414180566,1.1685190843513324,0.3072184876010815,4.018071578598441,-0.09480546219995707,0.23302308418235604,Welch Two Sample t-test,two.sided,0.3846833211509244
Q8WVM0,TFB1M,"Dimethyladenosine transferase 1, mitochondrial",0.11474194035309893,18.373908458900935,18.259166518547836,3.527971284837105,0.01679808706397557,4.996036881148172,0.031117695317498334,0.19836618538869955,Welch Two Sample t-test,two.sided,0.03967980565922878
Q8WVM7;Q68DW7;C9JJQ0;F8WF82;F8WCB3;H7C595;B1AMT4,STAG1;DKFZp781D1416,Cohesin subunit SA-1,-0.34559022166451214,18.165447295360348,18.51103751702486,-10.35262767739842,0.0035519062135983006,2.589318035808531,-0.46202486516784774,-0.22915557816117654,Welch Two Sample t-test,two.sided,0.013017831970002999
Q8WVQ1;K7EN15,CANT1,Soluble calcium-activated nucleotidase 1,-0.7345922241747544,16.136787857534877,16.87138008170963,-12.695063122189737,2.4756077860198743e-4,3.9258398089719697,-0.8964535533109681,-0.5727308950385408,Welch Two Sample t-test,two.sided,0.0027361143234496885
Q8WVS4;H7C1E8;H7C022,WDR60,WD repeat-containing protein 60,-0.19014976353863666,13.737092221151142,13.927241984689779,-2.9978461642225596,0.04925401519202815,3.4001225959404224,-0.37921333762930715,-0.0010861894479662281,Welch Two Sample t-test,two.sided,0.08863502258194476
Q8WVT3;H7C2F7;A0A0G2JQW1;A0A0J9YXQ9;Q53QD4;H7C1E5;H7C373;H7C0T3,TRAPPC12,Trafficking protein particle complex subunit 12,0.15519324461382666,17.813736013734587,17.65854276912076,3.5158234572642275,0.03135779275940477,3.4405052893885637,0.024362442895207812,0.2860240463324455,Welch Two Sample t-test,two.sided,0.06274368542359572
Q8WVX9;E9PNW8;E9PPB8,FAR1,Fatty acyl-CoA reductase 1,-0.6132156819044283,17.984114092838432,18.59732977474286,-23.078968167465543,6.094681293103732e-4,2.4637688816156538,-0.7092022246855035,-0.5172291391233531,Welch Two Sample t-test,two.sided,0.004277219292984097
Q8WVY7,UBLCP1,Ubiquitin-like domain-containing CTD phosphatase 1,-0.03299774578646364,18.7871453618429,18.820143107629363,-0.9024467150271229,0.42987609180831615,3.181177033613699,-0.14570227915134976,0.07970678757842246,Welch Two Sample t-test,two.sided,0.5084514221947875
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein,0.027861704827778055,19.77722555435023,19.749363849522453,0.6145274912025781,0.5704067377653661,4.2276984862920095,-0.0953886969248021,0.1511121065803582,Welch Two Sample t-test,two.sided,0.6438484861729042
Q8WW59,SPRYD4,SPRY domain-containing protein 4,0.4027698178944128,18.36939284486392,17.966623026969508,20.007710139866163,1.6135565233528985e-5,4.436406117561452,0.34898090728383063,0.45655872850499496,Welch Two Sample t-test,two.sided,7.195144905155272e-4
Q8WWC4;H7C0V0,C2orf47,"Uncharacterized protein C2orf47, mitochondrial",0.2405050786051568,17.26102584643611,17.020520767830952,2.354517324044429,0.07261126372750991,4.371430183210225,-0.033843070747310695,0.5148532279576243,Welch Two Sample t-test,two.sided,0.11970996824291436
Q8WWH5,TRUB1,Probable tRNA pseudouridine synthase 1,0.2883901091010763,19.72657075962088,19.438180650519804,17.306986114873112,3.8292013793434065e-5,4.30459643067145,0.24338851819126442,0.3333917000108882,Welch Two Sample t-test,two.sided,0.0010773252720033676
Q8WWI5,SLC44A1,Choline transporter-like protein 1,0.16657633744770095,17.639316098331445,17.472739760883744,2.781568364509549,0.04119137347205078,4.737975267858351,0.010038856373868978,0.3231138185215329,Welch Two Sample t-test,two.sided,0.07756663404461156
Q8WWK9,CKAP2,Cytoskeleton-associated protein 2,0.23840185982673034,17.985531528868588,17.747129669041858,9.611607886542757,4.7198387482486406e-4,4.2734535444632336,0.17123976234576335,0.30556395730769736,Welch Two Sample t-test,two.sided,0.003685086007896701
Q8WWM7;H3BUF6;H3BSK9;H3BUE3;H3BSQ5;H3BRB0;A0A0C4DGL7,ATXN2L,Ataxin-2-like protein,0.3439043534514319,21.303782874335067,20.959878520883635,15.662932402599235,0.0012140418652010299,2.5970238151839364,0.2674758357381387,0.4203328711647251,Welch Two Sample t-test,two.sided,0.006402288355907282
Q8WWQ0,PHIP,PH-interacting protein,-0.3090781303703274,18.277458428012885,18.586536558383212,-10.286635969054684,8.623225241446974e-4,3.589657354360974,-0.3963996944740922,-0.22175656626656257,Welch Two Sample t-test,two.sided,0.005272877001649712
Q8WWV3,RTN4IP1,"Reticulon-4-interacting protein 1, mitochondrial",-0.1713263763133117,15.093209049753876,15.264535426067187,-3.3098109117494667,0.023564829145697436,4.66498333384287,-0.30731409654146835,-0.03533865608515512,Welch Two Sample t-test,two.sided,0.050595301359334
Q8WX93;D6R9F5;H0YA05;F8WA26;A0A3B3ISX8,PALLD,Palladin,-0.10866515391623466,16.564529174848435,16.67319432876467,-2.611538908887823,0.07357187031630665,3.2377908654532277,-0.23575021644862632,0.018419908616157,Welch Two Sample t-test,two.sided,0.12085362141743052
Q8WXA9;H0YC47,SREK1,Splicing regulatory glutamine/lysine-rich protein 1,-0.06549428732925833,18.380710596126182,18.44620488345544,-0.7562226917500176,0.4992701222571521,3.3429438679184065,-0.32579126308295087,0.1948026884244342,Welch Two Sample t-test,two.sided,0.5755743319373253
Q8WXD5;B9A037;B8ZZ85,GEMIN6,Gem-associated protein 6,0.32952014099397964,15.814335000465034,15.484814859471054,7.750415621754585,0.0017489672568021335,3.8467218780301065,0.20959718793606513,0.4494430940518942,Welch Two Sample t-test,two.sided,0.008068228537754652
Q8WXE0,CASKIN2,Caskin-2,0.1504496284905965,11.029360531261752,10.878910902771155,0.4219933799260914,0.6914405274186692,4.75097506021319,-0.7806562418694375,1.0815554988506306,Welch Two Sample t-test,two.sided,0.7507690338296136
Q8WXF1;X6RDA4,PSPC1,Paraspeckle component 1,0.0415427769111929,18.593433823213903,18.55189104630271,1.9125744738519528,0.11975250169686476,4.547184402811895,-0.016007039321861653,0.09909259314424745,Welch Two Sample t-test,two.sided,0.17707594148949887
Q8WXH0;A0A0C4DGK3,SYNE2,Nesprin-2,-0.08770395039395673,10.91819314283277,11.005897093226727,-0.2977885146225704,0.7837833766456808,3.2723777003953165,-0.982364416881438,0.8069565160935245,Welch Two Sample t-test,two.sided,0.8270605334694844
Q8WXX5,DNAJC9,DnaJ homolog subfamily C member 9,0.18315154797785382,20.16765459074688,19.984503042769028,6.868656320591815,0.001653388418533429,4.396600436623366,0.11167895814132019,0.2546241378143874,Welch Two Sample t-test,two.sided,0.007823351859571531
Q8WYL5;F8VS18;F8W1D9,SSH1,Protein phosphatase Slingshot homolog 1,-0.0921773561275856,16.87318512533588,16.965362481463465,-3.2101066214284835,0.024720371830027336,4.857214220346212,-0.16664837572513247,-0.017706336530038714,Welch Two Sample t-test,two.sided,0.05250876129158432
Q8WYP5;H7C4S1,AHCTF1,Protein ELYS,-0.10633023434215971,21.038562860742076,21.144893095084235,-9.549912912675119,0.001560907496106809,3.3309965787513414,-0.13985311559240182,-0.0728073530919176,Welch Two Sample t-test,two.sided,0.007534424622223956
Q8WYQ5,DGCR8,Microprocessor complex subunit DGCR8,0.11043149864918789,16.173696636857677,16.06326513820849,1.746934228763074,0.16886393974492908,3.3681875845822407,-0.07885869923100575,0.2997216965293815,Welch Two Sample t-test,two.sided,0.23461278614413103
Q8WZ82,OVCA2,Ovarian cancer-associated gene 2 protein,0.6082930435641956,17.320792624818722,16.712499581254527,6.755915697048521,0.001647803741426324,4.480183327145929,0.36852629272790915,0.8480597944004821,Welch Two Sample t-test,two.sided,0.007815740611468563
Q8WZA0;K7ES95,LZIC,Protein LZIC,-0.30588089319225986,16.230166810216296,16.536047703408556,-4.604052367961484,0.01804046319591264,3.0911765134512166,-0.5138294544500772,-0.097932331934442507,Welch Two Sample t-test,two.sided,0.04165383453652954
Q8WZA1;Q68CV6,POMGNT1,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",0.1680386647117409,17.51115807189733,17.34311940718559,5.160097917624041,0.0041336653315595575,4.75748564381908,0.08302772480797511,0.2530496046155067,Welch Two Sample t-test,two.sided,0.014513217058582164
Q8WZA9;M0QZP8,IRGQ,Immunity-related GTPase family Q protein,0.24445997251860518,18.91971095401053,18.675250981491924,5.0064382646610746,0.007048749135948587,4.086498199490367,0.11001285733233683,0.3789070877048736,Welch Two Sample t-test,two.sided,0.021011619184239647
Q92466;A0A087X0X5;A0A087WYT8;A0A087WTQ7;A0A087WV56;A0A087WW71,DDB2,DNA damage-binding protein 2,0.40211587329340404,20.326641748974676,19.924525875681272,9.252694895512354,8.122734887666785e-4,3.942312475131317,0.2807539089952822,0.5234778375915259,Welch Two Sample t-test,two.sided,0.005104940286544178
Q92481;C9JXZ2;X6R4Y8;H7C5E5;C1K3N0;A0A6E1XE14;P05549;Q6VUC0,TFAP2B,Transcription factor AP-2-beta,-0.7619358416665527,15.570621401455089,16.33255724312164,-11.896245949530723,3.727103534784121e-4,3.8148717966646113,-0.9432183765139143,-0.5806533068191911,Welch Two Sample t-test,two.sided,0.0032409831347389893
Q92506,HSD17B8,Estradiol 17-beta-dehydrogenase 8,-0.16249084663245483,14.988330288883398,15.150821135515853,-1.7540282545747115,0.212741052156995,2.148978815253445,-0.5357393875095778,0.2107576942446682,Welch Two Sample t-test,two.sided,0.2838423767329742
Q92508,PIEZO1,Piezo-type mechanosensitive ion channel component 1,0.2878611638096391,12.714004632173312,12.426143468363673,3.5066130840452745,0.06498548910320555,2.1578011822747194,-0.04171355189830785,0.617435879517586,Welch Two Sample t-test,two.sided,0.10993029188942255
Q92520;C9JP35;C9JMN4,FAM3C,Protein FAM3C,-0.14302491351262603,20.104876053871685,20.24790096738431,-2.3414706490282113,0.08650353438685207,3.60093334459995,-0.32029539370131593,0.03424556667606389,Welch Two Sample t-test,two.sided,0.1365794748525292
Q92522,H1FX,Histone H1x,-0.22777108324430273,20.686093994514938,20.91386507775924,-6.595530219754057,0.006329680887350823,3.111377850692333,-0.3354817062932217,-0.12006046019538376,Welch Two Sample t-test,two.sided,0.019497677733357446
Q92539,LPIN2,Phosphatidate phosphatase LPIN2,-0.13410322890730875,13.195992583924722,13.330095812832031,-1.1545516718851871,0.30625812821936105,4.4684848329621065,-0.44368591106220184,0.17547945324758435,Welch Two Sample t-test,two.sided,0.3836273706244815
Q92540;E9PD50;E9PEK3;B1ALB4;E9PBK2;D6RAD0,SMG7,Protein SMG7,0.14310919897274843,15.90658765412213,15.763478455149382,1.4537156559603295,0.2380176290793421,3.1430755413428937,-0.1622672798064476,0.44848567775194453,Welch Two Sample t-test,two.sided,0.3114182751726722
Q92541;H0YKX1,RTF1,RNA polymerase-associated protein RTF1 homolog,-0.18147894043664792,18.25818278351549,18.43966172395214,-14.344636817127478,1.438867185601016e-4,3.9703846619557805,-0.2167082749298547,-0.14624960594344114,Welch Two Sample t-test,two.sided,0.002070720377560607
Q92542;H0Y6T7;Q5T205;H0Y3Z4;Q5T209,NCSTN,Nicastrin,-0.100658354312678,18.132400415324582,18.23305876963726,-1.879523153732416,0.13503897454747799,3.9077369185541424,-0.25074643557827486,0.04942972695291886,Welch Two Sample t-test,two.sided,0.19493073731748914
Q92545;H7BZ05,TMEM131,Transmembrane protein 131,-0.24529043170228348,16.840500973464348,17.08579140516663,-8.182953785884024,4.442147338729552e-4,4.997738035120457,-0.3223561209809293,-0.16822474242363764,Welch Two Sample t-test,two.sided,0.0035694852768178224
Q92546,RGP1,RAB6A-GEF complex partner protein 2,0.11574124213593429,15.094622327466896,14.978881085330961,2.044308595148029,0.09883089319264514,4.788440691630968,-0.031751086475281035,0.26323357074714965,Welch Two Sample t-test,two.sided,0.15154070289538923
Q92556;C9JIW2;C9IZR8;H7C0S6;C9J5X3;C9JB20;H7C0N5;H7C3P3,ELMO1,Engulfment and cell motility protein 1,-0.2236847964279356,18.527320290881445,18.75100508730938,-5.2321713368591425,0.018682414666627095,2.6326168468948175,-0.3711381991359376,-0.07623139371993362,Welch Two Sample t-test,two.sided,0.04266672036102095
Q92564;H0YA35;H0Y907,DCUN1D4,DCN1-like protein 4;DCN1-like protein,-0.655865904378091,11.497953583633592,12.153819488011683,-1.5625446901883748,0.2426824273298501,2.295645810008334,-2.256312979463022,0.94458117070684,Welch Two Sample t-test,two.sided,0.3163219946604031
Q92572;F5H459,AP3S1,AP-3 complex subunit sigma-1,-0.0925143837738247,17.84166038307778,17.934174766851605,-1.3923215847379915,0.22654469924709503,4.6647592299434395,-0.2670785799282975,0.08204981238064808,Welch Two Sample t-test,two.sided,0.29891314483991704
Q92575,UBXN4,UBX domain-containing protein 4,-0.04566650529962146,17.1571079182309,17.20277442353052,-1.1227232596308936,0.31784992956886815,4.500720960689507,-0.15381122555106372,0.06247821495182078,Welch Two Sample t-test,two.sided,0.3963299007654424
Q92576;E7EVH3;E9PE34;A0A1B0GX99;D6R9X2;E7ER40;D6RBF0;H0Y8L0,PHF3,PHD finger protein 3,-0.26426845880783745,19.18661003238406,19.450878491191897,-17.830354493795305,3.228325227282912e-4,3.0889252459930896,-0.310677389303073,-0.21785952831260194,Welch Two Sample t-test,two.sided,0.003014483171629557
Q92597;A0A7I2ST14;E7ESM1;E5RJY1;E5RJ98;A0A6Q8PHI0;A0A6Q8PF16;E5RI76;A0A6Q8PGD3;E5RH82;E5RIR1;E5RGM5;E5RK17;E5RIV1;E5RIM2;A0A6Q8PF71;A0A6Q8PHF2,NDRG1,Protein NDRG1,-0.4127339417749347,18.802085092346495,19.21481903412143,-10.085493011692208,0.0013911978799582602,3.2859436181501223,-0.5367883519873434,-0.288679531562526,Welch Two Sample t-test,two.sided,0.007044798669065194
Q92598;A0A0A0MSM0;R4GN69;Q5TBM3,HSPH1,Heat shock protein 105 kDa,-0.3118484089645541,21.946452715748126,22.25830112471268,-9.167531081229276,0.006604710690478784,2.373973493725648,-0.438191265193568,-0.18550555273554029,Welch Two Sample t-test,two.sided,0.02007133916369422
Q92600;H7C0W0;F8WBZ6,RQCD1,Cell differentiation protein RCD1 homolog,-0.2636344841210736,18.22085669793206,18.484491182053134,-7.696106959713934,0.007912722829558336,2.5478618701548816,-0.3844561279871251,-0.1428128402550221,Welch Two Sample t-test,two.sided,0.022849294338218012
Q92604,LPGAT1,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1,0.4084369179543099,15.068923058603383,14.660486140649073,6.724844376599981,0.0011868217499048563,4.905886722845467,0.25140612877474683,0.5654677071338731,Welch Two Sample t-test,two.sided,0.006349750374832737
Q92608;E5RFJ0,DOCK2,Dedicator of cytokinesis protein 2,0.1185474477399584,15.778090581805296,15.659543134065338,1.8100092378361556,0.13186972135537117,4.850555814148585,-0.05138628742287483,0.2884811829027916,Welch Two Sample t-test,two.sided,0.19107118114156896
Q92609;C9J3F6;C9JNM0;C9JED7;F2Z3C3;C9K0P2;C9J397;C9JWX0;C9JW04;C9JDR8;C9JMP7;C9JIU4;F2Z3I5,TBC1D5,TBC1 domain family member 5,-0.11186246914575904,16.99861563514579,17.11047810429155,-5.120531432608009,0.007161328140154267,3.9414804388246223,-0.17287313954337297,-0.0508517987481451,Welch Two Sample t-test,two.sided,0.021215783909849826
Q92610;H0YM74,ZNF592,Zinc finger protein 592,0.2038464578575283,16.14900898867711,15.945162530819582,2.823116132187468,0.04518455340653118,4.191080476829198,0.006923693994165576,0.4007692217208911,Welch Two Sample t-test,two.sided,0.08308127561846056
Q92613;F2Z2B6;F2Z3N8,JADE3,Protein Jade-3,0.16317557201092825,17.10845409080546,16.94527851879453,3.7505296713116394,0.020400295375536833,3.949333898203631,0.04176620010944984,0.28458494391240663,Welch Two Sample t-test,two.sided,0.045581385471718326
Q92614;A0A0D9SFK2;A0A1B0GWJ6,MYO18A,Unconventional myosin-XVIIIa,-0.04283880206955004,20.12795600995263,20.17079481202218,-2.8208041417132637,0.037995814304043855,4.891777197615156,-0.08213875271449386,-0.0035388514246062217,Welch Two Sample t-test,two.sided,0.07273709061547498
Q92615;A0A087X183;X6RCG6;V9GYI5;B5MCU2,LARP4B,La-related protein 4B,0.4263424898399677,19.807232271823715,19.380889781983747,5.73717801970743,0.012420292096870247,2.8205498088243757,0.18110364773551002,0.6715813319444254,Welch Two Sample t-test,two.sided,0.03159294322661407
Q92616,GCN1L1,Translational activator GCN1,0.3648498817824972,22.866894787969176,22.50204490618668,18.92650744604823,1.518296303487144e-5,4.6061637760556655,0.3139943866006625,0.4157053769643319,Welch Two Sample t-test,two.sided,6.911411298165437e-4
Q92618;A0A087WUJ4,ZNF516,Zinc finger protein 516,-0.1806994381546012,15.239132234398166,15.419831672552768,-1.855570056739606,0.12433265359972233,4.860846902933198,-0.4331991526924372,0.07180027638323473,Welch Two Sample t-test,two.sided,0.1824083581795389
Q92620;H3BQT9;H3BV01;J3KTG2;J3KRT1;J3KSA8;H3BMS7,DHX38,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,0.1310392246471217,20.541072958637493,20.41003373399037,12.875513081729027,0.0018383153316939408,2.6480556930477896,0.09607335576224978,0.1660050935319936,Welch Two Sample t-test,two.sided,0.00832193162931891
Q92621;U3KPX2;U3KQ97;U3KQ47,NUP205,Nuclear pore complex protein Nup205,-0.12489325853253064,20.948289847102195,21.073183105634726,-3.146145724165331,0.07775404980327999,2.200027159046426,-0.28164488343562777,0.03185836637056647,Welch Two Sample t-test,two.sided,0.12622035573563653
Q92625;A0A3B3ISP1,ANKS1A,Ankyrin repeat and SAM domain-containing protein 1A,0.19774993463205703,17.43219514815928,17.234445213527223,4.310083914306309,0.01115333147300322,4.220857663253853,0.07295067792881829,0.3225491913352958,Welch Two Sample t-test,two.sided,0.02920898434100524
Q92643;B1AK81;A6NEM5,PIGK,GPI-anchor transamidase,0.10295903591733335,18.463625967157125,18.36066693123979,2.1055732393264,0.09894843150477697,4.2485628139742575,-0.029728658229238127,0.2356467300639048,Welch Two Sample t-test,two.sided,0.1516546506598494
Q92665,MRPS31,"28S ribosomal protein S31, mitochondrial",0.08669158086799911,18.775831740042374,18.689140159174375,3.998862513555598,0.01041209096358068,4.981694801173858,0.03090213576729225,0.14248102596870596,Welch Two Sample t-test,two.sided,0.027766987903283708
Q92667;I3L0W0;I3L2A2;I3L2N7;I3L0K6;I3L3K1;I3L364;I3L0V5;I3L3V6;I3NI36,AKAP1,"A-kinase anchor protein 1, mitochondrial",-0.06413704654014296,19.00990397415219,19.074041020692334,-2.2472690164887563,0.09902088555669801,3.431300121123409,-0.14883492071644802,0.020560827636162092,Welch Two Sample t-test,two.sided,0.1516546506598494
